talkid;name;role;bio
559d4f7be607ffde959c571496f5c91b;Alex Chircop;Founder and CTO, StorageOS;Alex is a founder and CTO of StorageOS, building software defined solutions for cloud native environments.   Before embarking on the startup adventure he spent over 25 years engineering infrastructure platforms for companies like Nomura and Goldman Sachs.
017d35b9f036436f75cf15179a3532d9;Sheng Yang;Software Architect, Rancher Labs;Sheng Yang is a Software Architect at Rancher Labs. He currently leads Project Longhorn, Rancher's open source Cloud Native distributed block storage solution. Before Rancher Labs, he joined Citrix through the Cloud.com acquisition, where he worked on CloudStack project and CloudPlatform... Read More →
6b9de5e1810411ffd2e5221f7a3dbe18;Matthias Grüter;Engineering Manager, Spotify;Matthias works as an engineering manager in Spotify's infrastructure and operations group. |  | His team is driving the exciting process of transitioning Spotify's backend to cloud-native technologies such as Kubernetes, gRPC and services meshes. As a manager by trade and engineer... Read More →
b5539e8143ddbd948cfe6a7100139b74;Lucas Roesler;Contiamo;Lucas Roesler is a Software Architect and Team Lead at Contiamo where he focuses on how cloud-native technologies can empower data scientists. In his free time he is a Core Contributor to OpenFaaS. He is the 2nd overall contributor to OpenFaaS https://kenfdev.o6s.io/github-stats-page... Read More →
e0e4760fe670c10bd7a669dd6c4780a3;Karol Gołąb;Software Engineer, Google;Karol is a software engineer at Google. He's been working on various autoscaling features for around a year, his current focus concentrating on and around Vertical Pod Autoscaling.
e0e4760fe670c10bd7a669dd6c4780a3;Beata Skiba;Software Engineer, Google;Beata is a Software Engineer at Google and has been working on Kubernetes autoscaling for the last 2 years, contributing to Cluster Autoscaling and Horizontal Pod Autoscaling with her current focus on Vertical Pod Autoscaling which she has been instrumental in graduating to Beta... Read More →
a09a286c525d7ad116a4bcc2a180bd3d;David Aronchick;Program Manager, Microsoft;David leads Open Source Machine Learning Strategy at Azure. This means he spends most of his time helping humans to convince machines to be smarter. He is only moderately successful at this. |   |  Previously, David led product management for Kubernetes at Google, launched GKE, and... Read More →
a09a286c525d7ad116a4bcc2a180bd3d;Jeremy Lewi;Senior Software Developer, Google;Jeremy Lewi is a co-founder and lead engineer at Google for the Kubeflow project, an effort to help developers and enterprises deploy and use ML cloud-natively everywhere. He's been building on Kubernetes since its inception starting with Dataflow and then moving onto Cloud ML Engine... Read More →
7c1f94de01d27bb0e41b7f071060aefa;Clemens Vasters;Principal Architect, Azure Messaging, Microsoft;Clemens Vasters is Lead Architect in Microsoft’s Azure Messaging team that builds and operates a fleet of hyper-scale messaging services, including Event Grid, Service Bus, and Event Hubs. Clemens represents Microsoft in messaging standardization in OASIS (AMQP) and CNCF (CloudEvents... Read More →
7c1f94de01d27bb0e41b7f071060aefa;Vlad Ionescu;DevOps Consultant, Independent;Vlad is a DevOps Consultant helping companies deliver more reliable software faster and safer. With a focus on observability and reliability, his work is predominantly focused on Kubernetes and Serverless. Before rising to the clouds he was a software developer, with a background... Read More →
c291149e77f48f374bb31e65d38be4d5;Michael Ducy;Director of Open Source, Sysdig;
f8e476c803ae6f341686411b2f057ff1;Timothy St. Clair;Kubernetes Steering Committee Member, VMware;Timothy St. Clair is a Staff Software Engineer at Heptio and is a core contributor to the Kubernetes project, a Steering Committee member, and a lead on SIG-Cluster-Lifecycle. Timothy has worked on the development and integration of various open source distributed systems projects... Read More →
74d23ab25b4faf7e7c63b14fd12ad77c;Frederick F. Kautz IV;Head of Edge Infrastructure, Doc.ai;NSM Co-Creator, Doc.ai Head of Edge Infrastructure
74d23ab25b4faf7e7c63b14fd12ad77c;Nikolay Nikolaev;Open Source Engineer, VMware;Nikolay Nikolaev is a Senior Open Source Engineer in the Open Source Technology Center at VMware. For the last 15 years, he has been implementing networking software ranging from hardware boxes to powerful server applications and virtualized dataplanes. He spent some time in the virtualization... Read More →
bc4d80491a86b422ef6fe8faa60d9eea;Bassam Tabbara;Founder & CEO, Upbound;Bassam Tabbara is the founder and CEO of Upbound, the company behind the Rook and Crossplane projects. Prior to Upbound Bassam was the CTO @ Quantum, co-founder and CTO @ Symform (a P2P storage startup acquired by Quantum), and Partner Architect @ Microsoft.
bc4d80491a86b422ef6fe8faa60d9eea;Jared Watts;Founding Engineer, Upbound;"Jared Watts is a Founding Engineer at Upbound, where he is working on advancing cloud-native computing by ""freeing the cloud"". He is also a senior maintainer for the open source Rook (https://rook.io/) and Crossplane (https://crossplane.io/) projects. Prior to Upbound, Jared worked... Read More →"
3e425447da1910b0254fc58d7b764d5d;Radu Matei;Software Engineer, Microsoft;Radu is a Software Engineer at Microsoft Azure, working on Kubernetes and open source developer tools for distributed systems. He is a core maintainer of Brigade, as well as of the Cloud Native Application Bundles (CNAB) project. | When he is not working on open source, he loves playing... Read More →
1bd097f37a3a98785e3f997b5e01b67d;Richard Li;CEO, Datawire;Richard is a founder of datawire.io. He's worked with open source software since 1999. Prior to Datawire, Richard was responsible for product and strategy at Duo Security, a cloud authentication company. Prior to Duo, Richard was responsible for product at Rapid7, a security software... Read More →
e4b330927f10cd09318dd27d036b4f97;Vinothkumar Siddharth;Software Engineer, Amazon;Siddharth is a software engineer at Amazon who currently works for the Amazon EKS team. He used to work on the Amazon ECS agent and has contributed several key features to the project. Prior to this he used to work at Citrix Systems and was a maintainer of the open-source XAPI pr... Read More →
042f84a5328deaeeca80d78d3fa37ef2;Eddie Zaneski;Manager, Developer Relations, DigitalOcean;Eddie serves the developer community at DigitalOcean from Denver, CO. He is a lover of JavaScript, infrastructure tools, and automating things in his apartment. When not hacking on random things you'll most likely find him climbing rocks somewhere.
9929a9390f5cced8c330fb4204b1f367;Justin Santa Barbara;Software Engineer, Google;Justin has been contributing to kubernetes since 2014, acting as one of the primary developers and maintainers for the AWS support, and serves as a lead on sig-aws. He started the kops project, for managing and operating kubernetes clusters, and is a maintainer on kops. He joined... Read More →
9929a9390f5cced8c330fb4204b1f367;Mike Splain;Senior DevOps Engineer, Sonos;Mike Splain has been hacking on Kubernetes since the pre-1.0 days, and has taken multiple companies from Kubernetes project inception to full production employments. He has written multiple kubernetes deployment frameworks and is an approver for Kubernetes kops. Mike founded the Kubernetes... Read More →
aa819763db9f3e4a8d06208acc96ec32;Ian Coldwater;Lead Platform Security Engineer, Heroku;Ian Coldwater is a grown teenage hacker turned Lead Platform Security Engineer at Heroku, who specializes in hacking and hardening Kubernetes, containers and cloud-native infrastructure. In their spare time, they like to go on cross-country road trips, participate in Capture the Flag... Read More →
e8b1d1673a49ebd0fc9ad657263c3aa2;Kensaku Komatsu;Technical Manager, NTT Communications;Kensaku Komatsu works as a research and development engineer in Department of Technology Development at NTT Communications. |   |  His expertise is in the innovative real-time communication service, focusing on WebRTC. He is one of the representative of a communication PaaS service... Read More →
e8b1d1673a49ebd0fc9ad657263c3aa2;Jun Makishi;Senior Architect, NTT Communications;Jun Makishi is a senior architect at NTT Communications. Leading multiple NTT's SDN projects for 6 years, he has archived to create a software defined networking platform for enterprise cloud. Leveraging this experience, he has joined a serverless media processing project as a platform... Read More →
4eeef6e82f130f5b3532b9bfcbe82f82;Lee Calcote;Founder, Layer5;Lee Calcote is an innovative product and technology leader, passionate about developer platforms and management software for clouds, containers, functions and applications. Advanced and emerging technologies have been a consistent focus through Calcote’s tenure at SolarWinds, Seagate... Read More →
4eeef6e82f130f5b3532b9bfcbe82f82;Girish Ranganathan;Principal Architect, SolarWinds;Girish is a software technologist who has played a pivotal role in architecting and developing a variety of large scale distributed systems on a range of platforms including microservices and serverless. He strongly believes that simple ideas can go a long way into building efficient... Read More →
c591b4a004812f6c5088587796cad484;Tara Baskara;System Engineer, GO-JEK;Tara works at GO-JEK, one of the biggest startups in Southeast Asia which made it into the list of 56 Companies That Change the World according to Fortune magazine (http://fortune.com/change-the-world/2017/go-jek/).  |  | He is a system engineer in SRE team and also a core member... Read More →
c591b4a004812f6c5088587796cad484;Iqbal Farabi;System Engineer, GO-JEK;Iqbal is a teacher, developer, and now a system engineer at Gojek. Before joining Gojek, Iqbal worked for 8 years a Ruby developer and taught Ruby to fresh graduates on pro-bono basis in Indonesia. |   |  Now, at Gojek he works as part of Gojek Cloud Foundation team which focuses... Read More →
